study_name,instrument_name,question_name,dataset_name,variable_name
gip,W21,Page 27,GIP_W21_V2,AC21051
gip,W21,Page 28,GIP_W21_V2,AC21054
gip,W21,Page 29,GIP_W21_V2,AC21055
gip,W21,Page 30,GIP_W21_V2,AC21080
gip,W21,Page 31,GIP_W21_V2,AC21081
gip,W21,Page 32,GIP_W21_V2,AA21005
gip,W21,Page 33,GIP_W21_V2,AC21082
gip,W21,Page 34,GIP_W21_V2,AC21083
gip,W21,Page 35,GIP_W21_V2,AC21084
gip,W21,Page 36,GIP_W21_V2,AC21085
gip,W21,Page 37,GIP_W21_V2,AC21086
gip,W21,Page 38,GIP_W21_V2,AC21087
gip,W21,Page 39,GIP_W21_V2,AC21056
gip,W21,Page 39.50,GIP_W21_V2,AC21056
gip,W21,Page 40,GIP_W21_V2,AC21058
gip,W21,Page 41,GIP_W21_V2,AC21088
gip,W21,Page 42,GIP_W21_V2,AC21089
gip,W21,Page 43,GIP_W21_V2,AC21090
gip,W21,Page 44,GIP_W21_V2,AC21091
gip,W21,Page 45,GIP_W21_V2,AC21092
gip,W21,Page 46,GIP_W21_V2,AC21093_a
gip,W21,Page 46,GIP_W21_V2,AC21093_b
gip,W21,Page 46,GIP_W21_V2,AC21093_c
gip,W21,Page 46,GIP_W21_V2,AC21093_d
gip,W21,Page 46,GIP_W21_V2,AC21093_e
gip,W21,Page 46,GIP_W21_V2,AC21093_f
gip,W21,Page 46,GIP_W21_V2,AC21093_g
gip,W21,Page 46,GIP_W21_V2,AC21093_h
gip,W21,Page 46,GIP_W21_V2,AC21093_i
gip,W21,Page 46,GIP_W21_V2,AC21093_a
gip,W21,Page 46,GIP_W21_V2,AC21093_b
gip,W21,Page 46,GIP_W21_V2,AC21093_c
gip,W21,Page 46,GIP_W21_V2,AC21093_d
gip,W21,Page 46,GIP_W21_V2,AC21093_e
gip,W21,Page 46,GIP_W21_V2,AC21093_f
gip,W21,Page 46,GIP_W21_V2,AC21093_g
gip,W21,Page 46,GIP_W21_V2,AC21093_h
gip,W21,Page 46,GIP_W21_V2,AC21093_i
gip,W21,Page 47,GIP_W21_V2,AC21094_a
gip,W21,Page 47,GIP_W21_V2,AC21094_b
gip,W21,Page 47,GIP_W21_V2,AC21094_c
gip,W21,Page 47,GIP_W21_V2,AC21094_d
gip,W21,Page 47,GIP_W21_V2,AC21094_e
gip,W21,Page 47,GIP_W21_V2,AC21094_f
gip,W21,Page 47,GIP_W21_V2,AC21094_g
gip,W21,Page 47,GIP_W21_V2,AC21094_a
gip,W21,Page 47,GIP_W21_V2,AC21094_b
gip,W21,Page 47,GIP_W21_V2,AC21094_c
gip,W21,Page 47,GIP_W21_V2,AC21094_d
gip,W21,Page 47,GIP_W21_V2,AC21094_e
gip,W21,Page 47,GIP_W21_V2,AC21094_f
gip,W21,Page 48,GIP_W21_V2,AC21095
gip,W21,Page 49,GIP_W21_V2,AC21096
gip,W21,Page 50,GIP_W21_V2,AC21097
gip,W21,Page 51,GIP_W21_V2,AC21065
gip,W21,Page 51.50,GIP_W21_V2,AC21065
gip,W21,Page 52,GIP_W21_V2,AC21067
gip,W21,Page 53,GIP_W21_V2,AC21098
gip,W21,Page 54,GIP_W21_V2,AC21099
gip,W21,Page 55,GIP_W21_V2,AC21100
gip,W21,Page 56,GIP_W21_V2,AC21101_a
gip,W21,Page 56,GIP_W21_V2,AC21101_b
gip,W21,Page 56,GIP_W21_V2,AC21101_c
gip,W21,Page 56,GIP_W21_V2,AC21101_d
gip,W21,Page 56,GIP_W21_V2,AC21101_e
gip,W21,Page 56,GIP_W21_V2,AC21101_f
gip,W21,Page 56,GIP_W21_V2,AC21101_a
gip,W21,Page 56,GIP_W21_V2,AC21101_b
gip,W21,Page 56,GIP_W21_V2,AC21101_c
gip,W21,Page 56,GIP_W21_V2,AC21101_d
gip,W21,Page 56,GIP_W21_V2,AC21101_e
gip,W21,Page 56,GIP_W21_V2,AC21101_f
gip,W21,Page 57,GIP_W21_V2,AC21102
gip,W21,Page 58,GIP_W21_V2,AC21033
gip,W21,Page 58,GIP_W21_V2,AC21034
gip,W21,Page 58,GIP_W21_V2,AC21035
gip,W21,Page 58,GIP_W21_V2,AC21033
gip,W21,Page 58,GIP_W21_V2,AC21034
gip,W21,Page 58,GIP_W21_V2,AC21035
gip,W21,Page 59,GIP_W21_V2,AC21103
gip,W21,Page 60,GIP_W21_V2,QE21001
gip,W21,Page 60,GIP_W21_V2,QE21002
gip,W21,Page 60,GIP_W21_V2,QE21003
gip,W21,Page 60,GIP_W21_V2,QE21004
gip,W21,Page 60,GIP_W21_V2,QE21005
gip,W21,Page 60,GIP_W21_V2,QE21006
gip,W21,Page 60,GIP_W21_V2,QE21007
gip,W21,Page 60,GIP_W21_V2,QE21008_TXT
gip,W21,Page 60,GIP_W21_V2,QE21001
gip,W21,Page 60,GIP_W21_V2,QE21002
gip,W21,Page 60,GIP_W21_V2,QE21003
gip,W21,Page 60,GIP_W21_V2,QE21004
gip,W21,Page 60,GIP_W21_V2,QE21005
gip,W21,Page 60,GIP_W21_V2,QE21006
gip,W21,Page 60,GIP_W21_V2,QE21007
gip,W21,Page 60,GIP_W21_V2,QE21008_TXT
gip,W22,Page 2,GIP_W22_V2,AI22001
gip,W22,Page 3,GIP_W22_V2,AI22001
gip,W22,Page 4,GIP_W22_V2,AI22001
gip,W22,Page 5,GIP_W22_V2,AI22001
gip,W22,Page 6,GIP_W22_V2,AI22012
gip,W22,Page 7,GIP_W22_V2,AI22014
gip,W22,Page 8,GIP_W22_V2,AA22045
gip,W22,Page 8,GIP_W22_V2,AA22050
gip,W22,Page 8,GIP_W22_V2,AA22045
gip,W22,Page 8,GIP_W22_V2,AA22050
gip,W22,Page 8.10,GIP_W22_V2,AA22045
gip,W22,Page 8.20,GIP_W22_V2,AA22050
gip,W22,Page 9,GIP_W22_V2,ZH22016_a
gip,W22,Page 9,GIP_W22_V2,ZH22016_b
gip,W22,Page 9,GIP_W22_V2,ZH22016_c
gip,W22,Page 9,GIP_W22_V2,ZH22016_d
gip,W22,Page 9,GIP_W22_V2,ZH22016_e
gip,W22,Page 9,GIP_W22_V2,ZH22016_f
gip,W22,Page 9,GIP_W22_V2,ZH22016_a
gip,W22,Page 9,GIP_W22_V2,ZH22016_b
gip,W22,Page 9,GIP_W22_V2,ZH22016_c
gip,W22,Page 9,GIP_W22_V2,ZH22016_d
gip,W22,Page 9,GIP_W22_V2,ZH22016_e
gip,W22,Page 9,GIP_W22_V2,ZH22016_f
gip,W22,Page 10,GIP_W22_V2,ZH22020
gip,W22,Page 11,GIP_W22_V2,AI22030
gip,W22,Page 11.50,GIP_W22_V2,AI22030
gip,W22,Page 12,GIP_W22_V2,AI22031
gip,W22,Page 12.50,GIP_W22_V2,AI22031
gip,W22,Page 13,GIP_W22_V2,AI22032
gip,W22,Page 13.50,GIP_W22_V2,AI22032
gip,W22,Page 14,GIP_W22_V2,AI22033
gip,W22,Page 14.50,GIP_W22_V2,AI22033
gip,W22,Page 15,GIP_W22_V2,AI22034
gip,W22,Page 15.50,GIP_W22_V2,AI22034
gip,W22,Page 17,GIP_W22_V2,AH22026
gip,W22,Page 18,GIP_W22_V2,AH22027
gip,W22,Page 19,GIP_W22_V2,AH22028
gip,W22,Page 20,GIP_W22_V2,AH22029
gip,W22,Page 21,GIP_W22_V2,AH22030
gip,W22,Page 22,GIP_W22_V2,AH22031
gip,W22,Page 23,GIP_W22_V2,BF22070
gip,W22,Page 24,GIP_W22_V2,BF22100
gip,W22,Page 25,GIP_W22_V2,BF22073
gip,W22,Page 26,GIP_W22_V2,BF22074
gip,W22,Page 27,GIP_W22_V2,BF22083
gip,W22,Page 28,GIP_W22_V2,BF22084
gip,W22,Page 29,GIP_W22_V2,BF22085
gip,W22,Page 30,GIP_W22_V2,BF22086
gip,W22,Page 31,GIP_W22_V2,BF22087
gip,W22,Page 32,GIP_W22_V2,BF22088
gip,W22,Page 35,GIP_W22_V2,BF22101
gip,W22,Page 36,GIP_W22_V2,BF22102
gip,W22,Page 37,GIP_W22_V2,BF22103
gip,W22,Page 38,GIP_W22_V2,BF22104
gip,W22,Page 39,GIP_W22_V2,BF22105
gip,W22,Page 40,GIP_W22_V2,BF22106
gip,W22,Page 41,GIP_W22_V2,BF22107
gip,W22,Page 42,GIP_W22_V2,BF22108
gip,W22,Page 43,GIP_W22_V2,BF22109
gip,W22,Page 44,GIP_W22_V2,BF22110
gip,W22,Page 44,GIP_W22_V2,BF22110_1
gip,W22,Page 44,GIP_W22_V2,BF22110
gip,W22,Page 44,GIP_W22_V2,BF22110_1
gip,W22,Page 45,GIP_W22_V2,BF22111
gip,W22,Page 45,GIP_W22_V2,BF22111_1
gip,W22,Page 45,GIP_W22_V2,BF22111
gip,W22,Page 45,GIP_W22_V2,BF22111_1
gip,W22,Page 46,GIP_W22_V2,BF22112
gip,W22,Page 46,GIP_W22_V2,BF22112_1
gip,W22,Page 46,GIP_W22_V2,BF22112
gip,W22,Page 46,GIP_W22_V2,BF22112_1
gip,W22,Page 47,GIP_W22_V2,BF22113
gip,W22,Page 47,GIP_W22_V2,BF22113_1
gip,W22,Page 47,GIP_W22_V2,BF22113
gip,W22,Page 47,GIP_W22_V2,BF22113_1
gip,W22,Page 48,GIP_W22_V2,AJ22001
gip,W22,Page 48,GIP_W22_V2,AJ22002
gip,W22,Page 48,GIP_W22_V2,AJ22003
gip,W22,Page 48,GIP_W22_V2,AJ22001
gip,W22,Page 48,GIP_W22_V2,AJ22002
gip,W22,Page 48,GIP_W22_V2,AJ22003
gip,W22,Page 49,GIP_W22_V2,AJ22004
gip,W22,Page 50,GIP_W22_V2,AJ22005
gip,W22,Page 51,GIP_W22_V2,AJ22006
gip,W22,Page 51,GIP_W22_V2,AJ22007
gip,W22,Page 51,GIP_W22_V2,AJ22008
gip,W22,Page 51,GIP_W22_V2,AJ22009
gip,W22,Page 51,GIP_W22_V2,AJ22010
gip,W22,Page 51,GIP_W22_V2,AJ22006
gip,W22,Page 51,GIP_W22_V2,AJ22007
gip,W22,Page 51,GIP_W22_V2,AJ22008
gip,W22,Page 51,GIP_W22_V2,AJ22009
gip,W22,Page 51,GIP_W22_V2,AJ22010
gip,W22,Page 52,GIP_W22_V2,AJ22011
gip,W22,Page 52,GIP_W22_V2,AJ22012
gip,W22,Page 52,GIP_W22_V2,AJ22013
gip,W22,Page 52,GIP_W22_V2,AJ22014
gip,W22,Page 52,GIP_W22_V2,AJ22015
gip,W22,Page 52,GIP_W22_V2,AJ22011
gip,W22,Page 52,GIP_W22_V2,AJ22012
gip,W22,Page 52,GIP_W22_V2,AJ22013
gip,W22,Page 52,GIP_W22_V2,AJ22014
gip,W22,Page 52,GIP_W22_V2,AJ22015
gip,W22,Page 52.10,GIP_W22_V2,AA22039
gip,W22,Page 52.20,GIP_W22_V2,ZJ22010
gip,W22,Page 52.30,GIP_W22_V2,ZJ22011
gip,W22,Page 52.40,GIP_W22_V2,ZJ22012
gip,W22,Page 52.50,GIP_W22_V2,ZJ22013
gip,W22,Page 53,GIP_W22_V2,QE22001
gip,W22,Page 53,GIP_W22_V2,QE22002
gip,W22,Page 53,GIP_W22_V2,QE22003
gip,W22,Page 53,GIP_W22_V2,QE22004
gip,W22,Page 53,GIP_W22_V2,QE22005
gip,W22,Page 53,GIP_W22_V2,QE22006
gip,W22,Page 53,GIP_W22_V2,QE22007
gip,W22,Page 53,GIP_W22_V2,QE22008_TXT
gip,W22,Page 53,GIP_W22_V2,QE22001
gip,W22,Page 53,GIP_W22_V2,QE22002
gip,W22,Page 53,GIP_W22_V2,QE22003
gip,W22,Page 53,GIP_W22_V2,QE22004
gip,W22,Page 53,GIP_W22_V2,QE22005
gip,W22,Page 53,GIP_W22_V2,QE22006
gip,W22,Page 53,GIP_W22_V2,QE22007
gip,W22,Page 53,GIP_W22_V2,QE22008_TXT
gip,W23,Page 2,GIP_W23_V2,RM23001
gip,W23,Page 3,GIP_W23_V2,RM23001
gip,W23,Page 4,GIP_W23_V2,RM23002_a
gip,W23,Page 4,GIP_W23_V2,RM23002_b
gip,W23,Page 4,GIP_W23_V2,RM23002_c
gip,W23,Page 4,GIP_W23_V2,RM23002_d
gip,W23,Page 4,GIP_W23_V2,RM23002_e
gip,W23,Page 4,GIP_W23_V2,RM23002_f
gip,W23,Page 4,GIP_W23_V2,RM23002_g
gip,W23,Page 4,GIP_W23_V2,RM23002_h
gip,W23,Page 4,GIP_W23_V2,RM23002_a
gip,W23,Page 4,GIP_W23_V2,RM23002_b
gip,W23,Page 4,GIP_W23_V2,RM23002_c
gip,W23,Page 4,GIP_W23_V2,RM23002_d
gip,W23,Page 4,GIP_W23_V2,RM23002_e
gip,W23,Page 4,GIP_W23_V2,RM23002_f
gip,W23,Page 4,GIP_W23_V2,RM23002_g
gip,W23,Page 4,GIP_W23_V2,RM23002_h
gip,W23,Page 5,GIP_W23_V2,RM23003
gip,W23,Page 6,GIP_W23_V2,RM23004
gip,W23,Page 7,GIP_W23_V2,RM23004
gip,W23,Page 8,GIP_W23_V2,RM23005_a
gip,W23,Page 8,GIP_W23_V2,RM23005_b
gip,W23,Page 8,GIP_W23_V2,RM23005_c
gip,W23,Page 8,GIP_W23_V2,RM23005_d
gip,W23,Page 8,GIP_W23_V2,RM23005_e
gip,W23,Page 8,GIP_W23_V2,RM23005_f
gip,W23,Page 8,GIP_W23_V2,RM23005_g
gip,W23,Page 8,GIP_W23_V2,RM23005_h
gip,W23,Page 8,GIP_W23_V2,RM23005_i
gip,W23,Page 8,GIP_W23_V2,RM23005_j
gip,W23,Page 8,GIP_W23_V2,RM23005_a
gip,W23,Page 8,GIP_W23_V2,RM23005_b
gip,W23,Page 8,GIP_W23_V2,RM23005_c
gip,W23,Page 8,GIP_W23_V2,RM23005_d
gip,W23,Page 8,GIP_W23_V2,RM23005_e
gip,W23,Page 8,GIP_W23_V2,RM23005_f
gip,W23,Page 8,GIP_W23_V2,RM23005_g
gip,W23,Page 8,GIP_W23_V2,RM23005_h
gip,W23,Page 8,GIP_W23_V2,RM23005_i
gip,W23,Page 8,GIP_W23_V2,RM23005_j
gip,W23,Page 9,GIP_W23_V2,RM23006
gip,W23,Page 10,GIP_W23_V2,RM23007
gip,W23,Page 11,GIP_W23_V2,RM23007
gip,W23,Page 12,GIP_W23_V2,RM23008
gip,W23,Page 13,GIP_W23_V2,RM23009
gip,W23,Page 14,GIP_W23_V2,RM23010
gip,W23,Page 15,GIP_W23_V2,RM23010
gip,W23,Page 16,GIP_W23_V2,RM23011
gip,W23,Page 17,GIP_W23_V2,RM23012
gip,W23,Page 18,GIP_W23_V2,RM23013
gip,W23,Page 19,GIP_W23_V2,RM23014
gip,W23,Page 20,GIP_W23_V2,RM23015
gip,W23,Page 21,GIP_W23_V2,RM23015
gip,W23,Page 22,GIP_W23_V2,RM23016
gip,W23,Page 23,GIP_W23_V2,RM23017
gip,W23,Page 24,GIP_W23_V2,RM23018
gip,W23,Page 25,GIP_W23_V2,RM23018
gip,W23,Page 26,GIP_W23_V2,RM23019
gip,W23,Page 27,GIP_W23_V2,RM23020_a
gip,W23,Page 27,GIP_W23_V2,RM23020_b
gip,W23,Page 27,GIP_W23_V2,RM23020_c
gip,W23,Page 27,GIP_W23_V2,RM23020_d
gip,W23,Page 27,GIP_W23_V2,RM23020_e
gip,W23,Page 27,GIP_W23_V2,RM23020_f
gip,W23,Page 27,GIP_W23_V2,RM23020_g
gip,W23,Page 27,GIP_W23_V2,RM23020_h
gip,W23,Page 27,GIP_W23_V2,RM23020_i
gip,W23,Page 27,GIP_W23_V2,RM23020_j
gip,W23,Page 27,GIP_W23_V2,RM23020_a
gip,W23,Page 27,GIP_W23_V2,RM23020_b
gip,W23,Page 27,GIP_W23_V2,RM23020_c
gip,W23,Page 27,GIP_W23_V2,RM23020_d
gip,W23,Page 27,GIP_W23_V2,RM23020_e
gip,W23,Page 27,GIP_W23_V2,RM23020_f
gip,W23,Page 27,GIP_W23_V2,RM23020_g
gip,W23,Page 27,GIP_W23_V2,RM23020_h
gip,W23,Page 27,GIP_W23_V2,RM23020_i
gip,W23,Page 27,GIP_W23_V2,RM23020_j
gip,W23,Page 28,GIP_W23_V2,RM23021_a
gip,W23,Page 28,GIP_W23_V2,RM23021_b
gip,W23,Page 28,GIP_W23_V2,RM23021_c
gip,W23,Page 28,GIP_W23_V2,RM23021_d
gip,W23,Page 28,GIP_W23_V2,RM23021_e
gip,W23,Page 28,GIP_W23_V2,RM23021_f
gip,W23,Page 28,GIP_W23_V2,RM23021_g
gip,W23,Page 28,GIP_W23_V2,RM23021_h
gip,W23,Page 28,GIP_W23_V2,RM23021_i
gip,W23,Page 28,GIP_W23_V2,RM23021_j
gip,W23,Page 28,GIP_W23_V2,RM23021_a
gip,W23,Page 28,GIP_W23_V2,RM23021_b
gip,W23,Page 28,GIP_W23_V2,RM23021_c
gip,W23,Page 28,GIP_W23_V2,RM23021_d
gip,W23,Page 28,GIP_W23_V2,RM23021_e
gip,W23,Page 28,GIP_W23_V2,RM23021_f
gip,W23,Page 28,GIP_W23_V2,RM23021_g
gip,W23,Page 28,GIP_W23_V2,RM23021_h
gip,W23,Page 28,GIP_W23_V2,RM23021_i
gip,W23,Page 28,GIP_W23_V2,RM23021_j
gip,W23,Page 29,GIP_W23_V2,RM23022_a
gip,W23,Page 29,GIP_W23_V2,RM23022_b
gip,W23,Page 29,GIP_W23_V2,RM23022_c
gip,W23,Page 29,GIP_W23_V2,RM23022_d
gip,W23,Page 29,GIP_W23_V2,RM23022_e
gip,W23,Page 29,GIP_W23_V2,RM23022_f
gip,W23,Page 29,GIP_W23_V2,RM23022_g
gip,W23,Page 29,GIP_W23_V2,RM23022_h
gip,W23,Page 29,GIP_W23_V2,RM23022_i
gip,W23,Page 29,GIP_W23_V2,RM23022_j
gip,W23,Page 29,GIP_W23_V2,RM23022_k
gip,W23,Page 29,GIP_W23_V2,RM23022_a
gip,W23,Page 29,GIP_W23_V2,RM23022_b
gip,W23,Page 29,GIP_W23_V2,RM23022_c
gip,W23,Page 29,GIP_W23_V2,RM23022_d
gip,W23,Page 29,GIP_W23_V2,RM23022_e
gip,W23,Page 29,GIP_W23_V2,RM23022_f
gip,W23,Page 29,GIP_W23_V2,RM23022_g
gip,W23,Page 29,GIP_W23_V2,RM23022_h
gip,W23,Page 29,GIP_W23_V2,RM23022_i
gip,W23,Page 29,GIP_W23_V2,RM23022_j
gip,W23,Page 29,GIP_W23_V2,RM23022_k
gip,W23,Page 30,GIP_W23_V2,RM23023
gip,W23,Page 31,GIP_W23_V2,RM23024
gip,W23,Page 32,GIP_W23_V2,CD23120
gip,W23,Page 35,GIP_W23_V2,CD23121
gip,W23,Page 36,GIP_W23_V2,CD23122
gip,W23,Page 37,GIP_W23_V2,CD23123
gip,W23,Page 38,GIP_W23_V2,CD23124
gip,W23,Page 39,GIP_W23_V2,CD23125
gip,W23,Page 40,GIP_W23_V2,CD23126
gip,W23,Page 41,GIP_W23_V2,CD23127
gip,W23,Page 42,GIP_W23_V2,CD23128
gip,W23,Page 43,GIP_W23_V2,CE23210
gip,W23,Page 43,GIP_W23_V2,CE23211
gip,W23,Page 43,GIP_W23_V2,CE23212
